infinitivo,ending,pensyl,stem,pronoun,tense,mood,class_suff,class_pensyl,conjugacion
intentar,ar,teN,t,yo,1,0,aba,0,intentaba
intentar,ar,teN,t,tu,1,0,abas,0,intentabas
intentar,ar,teN,t,el,1,0,aba,0,intentaba
intentar,ar,teN,t,nosotros,1,0,ábamos,0,intentábamos
intentar,ar,teN,t,vosotros,1,0,abais,0,intentabais
intentar,ar,teN,t,ellos,1,0,aban,0,intentaban
intentar,ar,teN,t,yo,2,0,é,0,intenté
intentar,ar,teN,t,tu,2,0,aste,0,intentaste
intentar,ar,teN,t,el,2,0,ó,0,intentó
intentar,ar,teN,t,nosotros,2,0,amos,0,intentamos
intentar,ar,teN,t,vosotros,2,0,asteis,0,intentasteis
intentar,ar,teN,t,ellos,2,0,aron,0,intentaron
intentar,ar,teN,t,yo,1,0,aré,0,intentaré
intentar,ar,teN,t,tu,1,0,arás,0,intentarás
intentar,ar,teN,t,el,1,0,ará,0,intentará
intentar,ar,teN,t,nosotros,1,0,aremos,0,intentaremos
intentar,ar,teN,t,vosotros,1,0,aréis,0,intentaréis
intentar,ar,teN,t,ellos,1,0,arán,0,intentarán
intentar,ar,teN,t,yo,2,0,aría,0,intentaría
intentar,ar,teN,t,tu,2,0,arías,0,intentarías
intentar,ar,teN,t,el,2,0,aría,0,intentaría
intentar,ar,teN,t,nosotros,2,0,aríamos,0,intentaríamos
intentar,ar,teN,t,vosotros,2,0,aríais,0,intentaríais
intentar,ar,teN,t,ellos,2,0,arían,0,intentarían
intentar,ar,teN,t,yo,0,1,e,0,intente
intentar,ar,teN,t,tu,0,1,es,0,intentes
intentar,ar,teN,t,el,0,1,e,0,intente
intentar,ar,teN,t,nosotros,0,1,emos,0,intentemos
intentar,ar,teN,t,vosotros,0,1,éis,0,intentéis
intentar,ar,teN,t,ellos,0,1,en,0,intenten
intentar,ar,teN,t,yo,1,1,ara,0,intentara
intentar,ar,teN,t,tu,1,1,aras,0,intentaras
intentar,ar,teN,t,el,1,1,ara,0,intentara
intentar,ar,teN,t,nosotros,1,1,áramos,0,intentáramos
intentar,ar,teN,t,vosotros,1,1,arais,0,intentarais
intentar,ar,teN,t,ellos,1,1,aran,0,intentaran
intentar,ar,teN,t,yo,1,1,are,0,intentare
intentar,ar,teN,t,tu,1,1,ares,0,intentares
intentar,ar,teN,t,el,1,1,are,0,intentare
intentar,ar,teN,t,nosotros,1,1,áremos,0,intentáremos
intentar,ar,teN,t,vosotros,1,1,areis,0,intentareis
intentar,ar,teN,t,ellos,1,1,aren,0,intentaren
intentar,ar,teN,t,tu,0,2,a,0,intenta
intentar,ar,teN,t,nosotros,0,2,emos,0,intentemos
intentar,ar,teN,t,vosotros,0,2,ad,0,intentad
asistir,ir,sis,t,yo,0,0,o,0,asisto
asistir,ir,sis,t,tu,0,0,es,0,asistes
asistir,ir,sis,t,el,0,0,e,0,asiste
asistir,ir,sis,t,nosotros,0,0,imos,0,asistimos
asistir,ir,sis,t,vosotros,0,0,ís,0,asistís
asistir,ir,sis,t,ellos,0,0,en,0,asisten
asistir,ir,sis,t,yo,1,0,ía,0,asistía
asistir,ir,sis,t,tu,1,0,ías,0,asistías
asistir,ir,sis,t,el,1,0,ía,0,asistía
asistir,ir,sis,t,nosotros,1,0,íamos,0,asistíamos
asistir,ir,sis,t,vosotros,1,0,íais,0,asistíais
asistir,ir,sis,t,ellos,1,0,ían,0,asistían
asistir,ir,sis,t,yo,2,0,í,0,asistí
asistir,ir,sis,t,tu,2,0,iste,0,asististe
asistir,ir,sis,t,el,2,0,ió,0,asistió
asistir,ir,sis,t,nosotros,2,0,imos,0,asistimos
asistir,ir,sis,t,vosotros,2,0,isteis,0,asististeis
asistir,ir,sis,t,ellos,2,0,ieron,0,asistieron
asistir,ir,sis,t,yo,1,0,iré,0,asistiré
asistir,ir,sis,t,tu,1,0,irás,0,asistirás
asistir,ir,sis,t,el,1,0,irá,0,asistirá
asistir,ir,sis,t,nosotros,1,0,iremos,0,asistiremos
asistir,ir,sis,t,vosotros,1,0,iréis,0,asistiréis
asistir,ir,sis,t,ellos,1,0,irán,0,asistirán
asistir,ir,sis,t,yo,2,0,iría,0,asistiría
asistir,ir,sis,t,tu,2,0,irías,0,asistirías
asistir,ir,sis,t,el,2,0,iría,0,asistiría
asistir,ir,sis,t,nosotros,2,0,iríamos,0,asistiríamos
asistir,ir,sis,t,vosotros,2,0,iríais,0,asistiríais
asistir,ir,sis,t,ellos,2,0,irían,0,asistirían
asistir,ir,sis,t,yo,0,1,a,0,asista
asistir,ir,sis,t,tu,0,1,as,0,asistas
asistir,ir,sis,t,el,0,1,a,0,asista
asistir,ir,sis,t,nosotros,0,1,amos,0,asistamos
asistir,ir,sis,t,vosotros,0,1,áis,0,asistáis
asistir,ir,sis,t,ellos,0,1,an,0,asistan
asistir,ir,sis,t,yo,1,1,iera,0,asistiera
asistir,ir,sis,t,tu,1,1,ieras,0,asistieras
asistir,ir,sis,t,el,1,1,iera,0,asistiera
asistir,ir,sis,t,nosotros,1,1,iéramos,0,asistiéramos
asistir,ir,sis,t,vosotros,1,1,ierais,0,asistierais
asistir,ir,sis,t,ellos,1,1,ieran,0,asistieran
asistir,ir,sis,t,yo,1,1,iere,0,asistiere
asistir,ir,sis,t,tu,1,1,ieres,0,asistieres
asistir,ir,sis,t,el,1,1,iere,0,asistiere
asistir,ir,sis,t,nosotros,1,1,iéremos,0,asistiéremos
asistir,ir,sis,t,vosotros,1,1,iereis,0,asistiereis
asistir,ir,sis,t,ellos,1,1,ieren,0,asistieren
asistir,ir,sis,t,tu,0,2,e,0,asiste
asistir,ir,sis,t,nosotros,0,2,amos,0,asistamos
asistir,ir,sis,t,vosotros,0,2,id,0,asistid
atraer,er,tra,&null.,yo,0,0,go,trai,atraigo
atraer,er,tra,&null.,tu,0,0,es,0,atraes
atraer,er,tra,&null.,el,0,0,e,0,atrae
atraer,er,tra,&null.,nosotros,0,0,emos,0,atraemos
atraer,er,tra,&null.,vosotros,0,0,éis,0,atraéis
atraer,er,tra,&null.,ellos,0,0,en,0,atraen
atraer,er,tra,&null.,yo,1,0,ía,0,atraía
atraer,er,tra,&null.,tu,1,0,ías,0,atraías
atraer,er,tra,&null.,el,1,0,ía,0,atraía
atraer,er,tra,&null.,nosotros,1,0,íamos,0,atraíamos
atraer,er,tra,&null.,vosotros,1,0,íais,0,atraíais
atraer,er,tra,&null.,ellos,1,0,ían,0,atraían
atraer,er,tra,&null.,yo,2,0,je,0,atraje
atraer,er,tra,&null.,tu,2,0,jiste,0,atrajiste
atraer,er,tra,&null.,el,2,0,jo,0,atrajo
atraer,er,tra,&null.,nosotros,2,0,jimos,0,atrajimos
atraer,er,tra,&null.,vosotros,2,0,jisteis,0,atrajisteis
atraer,er,tra,&null.,ellos,2,0,jeron,0,atrajeron
atraer,er,tra,&null.,yo,1,0,eré,0,atraeré
atraer,er,tra,&null.,tu,1,0,erás,0,atraerás
atraer,er,tra,&null.,el,1,0,erá,0,atraerá
atraer,er,tra,&null.,nosotros,1,0,eremos,0,atraeremos
atraer,er,tra,&null.,vosotros,1,0,eréis,0,atraeréis
atraer,er,tra,&null.,ellos,1,0,erán,0,atraerán
atraer,er,tra,&null.,yo,2,0,ería,0,atraería
atraer,er,tra,&null.,tu,2,0,erías,0,atraerías
atraer,er,tra,&null.,el,2,0,ería,0,atraería
atraer,er,tra,&null.,nosotros,2,0,eríamos,0,atraeríamos
atraer,er,tra,&null.,vosotros,2,0,eríais,0,atraeríais
atraer,er,tra,&null.,ellos,2,0,erían,0,atraerían
atraer,er,tra,&null.,yo,0,1,ga,trai,atraiga
atraer,er,tra,&null.,tu,0,1,gas,trai,atraigas
atraer,er,tra,&null.,el,0,1,ga,trai,atraiga
atraer,er,tra,&null.,nosotros,0,1,gamos,trai,atraigamos
atraer,er,tra,&null.,vosotros,0,1,gáis,trai,atraigáis
atraer,er,tra,&null.,ellos,0,1,gan,trai,atraigan
atraer,er,tra,&null.,yo,1,1,jera,0,atrajera
atraer,er,tra,&null.,tu,1,1,jeras,0,atrajeras
atraer,er,tra,&null.,el,1,1,jera,0,atrajera
atraer,er,tra,&null.,nosotros,1,1,jéramos,0,atrajéramos
atraer,er,tra,&null.,vosotros,1,1,jerais,0,atrajerais
atraer,er,tra,&null.,ellos,1,1,jeran,0,atrajeran
atraer,er,tra,&null.,yo,1,1,jere,0,atrajere
atraer,er,tra,&null.,tu,1,1,jeres,0,atrajeres
atraer,er,tra,&null.,el,1,1,jere,0,atrajere
atraer,er,tra,&null.,nosotros,1,1,jéremos,0,atrajéremos
atraer,er,tra,&null.,vosotros,1,1,jereis,0,atrajereis
atraer,er,tra,&null.,ellos,1,1,jeren,0,atrajeren
atraer,er,tra,&null.,tu,0,2,e,0,atrae
atraer,er,tra,&null.,nosotros,0,2,gamos,trai,atraigamos
atraer,er,tra,&null.,vosotros,0,2,ed,0,atraed
evitar,ar,&beta.i,t,yo,0,0,o,0,evito
evitar,ar,&beta.i,t,tu,0,0,as,0,evitas
evitar,ar,&beta.i,t,el,0,0,a,0,evita
evitar,ar,&beta.i,t,nosotros,0,0,amos,0,evitamos
evitar,ar,&beta.i,t,vosotros,0,0,áis,0,evitáis
evitar,ar,&beta.i,t,ellos,0,0,an,0,evitan
evitar,ar,&beta.i,t,yo,1,0,aba,0,evitaba
evitar,ar,&beta.i,t,tu,1,0,abas,0,evitabas
evitar,ar,&beta.i,t,el,1,0,aba,0,evitaba
evitar,ar,&beta.i,t,nosotros,1,0,ábamos,0,evitábamos
evitar,ar,&beta.i,t,vosotros,1,0,abais,0,evitabais
evitar,ar,&beta.i,t,ellos,1,0,aban,0,evitaban
evitar,ar,&beta.i,t,yo,2,0,é,0,evité
evitar,ar,&beta.i,t,tu,2,0,aste,0,evitaste
evitar,ar,&beta.i,t,el,2,0,ó,0,evitó
evitar,ar,&beta.i,t,nosotros,2,0,amos,0,evitamos
evitar,ar,&beta.i,t,vosotros,2,0,asteis,0,evitasteis
evitar,ar,&beta.i,t,ellos,2,0,aron,0,evitaron
evitar,ar,&beta.i,t,yo,1,0,aré,0,evitaré
evitar,ar,&beta.i,t,tu,1,0,arás,0,evitarás
evitar,ar,&beta.i,t,el,1,0,ará,0,evitará
evitar,ar,&beta.i,t,nosotros,1,0,aremos,0,evitaremos
evitar,ar,&beta.i,t,vosotros,1,0,aréis,0,evitaréis
evitar,ar,&beta.i,t,ellos,1,0,arán,0,evitarán
evitar,ar,&beta.i,t,yo,2,0,aría,0,evitaría
evitar,ar,&beta.i,t,tu,2,0,arías,0,evitarías
evitar,ar,&beta.i,t,el,2,0,aría,0,evitaría
evitar,ar,&beta.i,t,nosotros,2,0,aríamos,0,evitaríamos
evitar,ar,&beta.i,t,vosotros,2,0,aríais,0,evitaríais
evitar,ar,&beta.i,t,ellos,2,0,arían,0,evitarían
evitar,ar,&beta.i,t,yo,0,1,e,0,evite
evitar,ar,&beta.i,t,tu,0,1,es,0,evites
evitar,ar,&beta.i,t,el,0,1,e,0,evite
evitar,ar,&beta.i,t,nosotros,0,1,emos,0,evitemos
evitar,ar,&beta.i,t,vosotros,0,1,éis,0,evitéis
evitar,ar,&beta.i,t,ellos,0,1,en,0,eviten
evitar,ar,&beta.i,t,yo,1,1,ara,0,evitara
evitar,ar,&beta.i,t,tu,1,1,aras,0,evitaras
evitar,ar,&beta.i,t,el,1,1,ara,0,evitara
evitar,ar,&beta.i,t,nosotros,1,1,áramos,0,evitáramos
evitar,ar,&beta.i,t,vosotros,1,1,arais,0,evitarais
evitar,ar,&beta.i,t,ellos,1,1,aran,0,evitaran
evitar,ar,&beta.i,t,yo,1,1,are,0,evitare
evitar,ar,&beta.i,t,tu,1,1,ares,0,evitares
evitar,ar,&beta.i,t,el,1,1,are,0,evitare
evitar,ar,&beta.i,t,nosotros,1,1,áremos,0,evitáremos
evitar,ar,&beta.i,t,vosotros,1,1,areis,0,evitareis
evitar,ar,&beta.i,t,ellos,1,1,aren,0,evitaren
evitar,ar,&beta.i,t,tu,0,2,a,0,evita
evitar,ar,&beta.i,t,nosotros,0,2,emos,0,evitemos
evitar,ar,&beta.i,t,vosotros,0,2,ad,0,evitad
apoyar,ar,po,y,yo,0,0,o,0,apoyo
apoyar,ar,po,y,tu,0,0,as,0,apoyas
apoyar,ar,po,y,el,0,0,a,0,apoya
apoyar,ar,po,y,nosotros,0,0,amos,0,apoyamos
apoyar,ar,po,y,vosotros,0,0,áis,0,apoyáis
apoyar,ar,po,y,ellos,0,0,an,0,apoyan
apoyar,ar,po,y,yo,1,0,aba,0,apoyaba
apoyar,ar,po,y,tu,1,0,abas,0,apoyabas
apoyar,ar,po,y,el,1,0,aba,0,apoyaba
apoyar,ar,po,y,nosotros,1,0,ábamos,0,apoyábamos
apoyar,ar,po,y,vosotros,1,0,abais,0,apoyabais
apoyar,ar,po,y,ellos,1,0,aban,0,apoyaban
apoyar,ar,po,y,yo,2,0,é,0,apoyé
apoyar,ar,po,y,tu,2,0,aste,0,apoyaste
apoyar,ar,po,y,el,2,0,ó,0,apoyó
apoyar,ar,po,y,nosotros,2,0,amos,0,apoyamos
apoyar,ar,po,y,vosotros,2,0,asteis,0,apoyasteis
apoyar,ar,po,y,ellos,2,0,aron,0,apoyaron
apoyar,ar,po,y,yo,1,0,aré,0,apoyaré
apoyar,ar,po,y,tu,1,0,arás,0,apoyarás
apoyar,ar,po,y,el,1,0,ará,0,apoyará
apoyar,ar,po,y,nosotros,1,0,aremos,0,apoyaremos
apoyar,ar,po,y,vosotros,1,0,aréis,0,apoyaréis
apoyar,ar,po,y,ellos,1,0,arán,0,apoyarán
apoyar,ar,po,y,yo,2,0,aría,0,apoyaría
apoyar,ar,po,y,tu,2,0,arías,0,apoyarías
apoyar,ar,po,y,el,2,0,aría,0,apoyaría
apoyar,ar,po,y,nosotros,2,0,aríamos,0,apoyaríamos
apoyar,ar,po,y,vosotros,2,0,aríais,0,apoyaríais
apoyar,ar,po,y,ellos,2,0,arían,0,apoyarían
apoyar,ar,po,y,yo,0,1,e,0,apoye
apoyar,ar,po,y,tu,0,1,es,0,apoyes
apoyar,ar,po,y,el,0,1,e,0,apoye
apoyar,ar,po,y,nosotros,0,1,emos,0,apoyemos
apoyar,ar,po,y,vosotros,0,1,éis,0,apoyéis
apoyar,ar,po,y,ellos,0,1,en,0,apoyen
apoyar,ar,po,y,yo,1,1,ara,0,apoyara
apoyar,ar,po,y,tu,1,1,aras,0,apoyaras
apoyar,ar,po,y,el,1,1,ara,0,apoyara
apoyar,ar,po,y,nosotros,1,1,áramos,0,apoyáramos
apoyar,ar,po,y,vosotros,1,1,arais,0,apoyarais
apoyar,ar,po,y,ellos,1,1,aran,0,apoyaran
apoyar,ar,po,y,yo,1,1,are,0,apoyare
apoyar,ar,po,y,tu,1,1,ares,0,apoyares
apoyar,ar,po,y,el,1,1,are,0,apoyare
apoyar,ar,po,y,nosotros,1,1,áremos,0,apoyáremos
apoyar,ar,po,y,vosotros,1,1,areis,0,apoyareis
apoyar,ar,po,y,ellos,1,1,aren,0,apoyaren
apoyar,ar,po,y,tu,0,2,a,0,apoya
apoyar,ar,po,y,nosotros,0,2,emos,0,apoyemos
apoyar,ar,po,y,vosotros,0,2,ad,0,apoyad
hornear,ar,ne,&null.,yo,0,0,o,0,horneo
hornear,ar,ne,&null.,tu,0,0,as,0,horneas
hornear,ar,ne,&null.,el,0,0,a,0,hornea
hornear,ar,ne,&null.,nosotros,0,0,amos,0,horneamos
hornear,ar,ne,&null.,vosotros,0,0,áis,0,horneáis
hornear,ar,ne,&null.,ellos,0,0,an,0,hornean
hornear,ar,ne,&null.,yo,1,0,aba,0,horneaba
hornear,ar,ne,&null.,tu,1,0,abas,0,horneabas
hornear,ar,ne,&null.,el,1,0,aba,0,horneaba
hornear,ar,ne,&null.,nosotros,1,0,ábamos,0,horneábamos
hornear,ar,ne,&null.,vosotros,1,0,abais,0,horneabais
hornear,ar,ne,&null.,ellos,1,0,aban,0,horneaban
hornear,ar,ne,&null.,yo,2,0,é,0,horneé
hornear,ar,ne,&null.,tu,2,0,aste,0,horneaste
hornear,ar,ne,&null.,el,2,0,ó,0,horneó
hornear,ar,ne,&null.,nosotros,2,0,amos,0,horneamos
hornear,ar,ne,&null.,vosotros,2,0,asteis,0,horneasteis
hornear,ar,ne,&null.,ellos,2,0,aron,0,hornearon
hornear,ar,ne,&null.,yo,1,0,aré,0,hornearé
hornear,ar,ne,&null.,tu,1,0,arás,0,hornearás
hornear,ar,ne,&null.,el,1,0,ará,0,horneará
hornear,ar,ne,&null.,nosotros,1,0,aremos,0,hornearemos
hornear,ar,ne,&null.,vosotros,1,0,aréis,0,hornearéis
hornear,ar,ne,&null.,ellos,1,0,arán,0,hornearán
hornear,ar,ne,&null.,yo,2,0,aría,0,hornearía
hornear,ar,ne,&null.,tu,2,0,arías,0,hornearías
hornear,ar,ne,&null.,el,2,0,aría,0,hornearía
hornear,ar,ne,&null.,nosotros,2,0,aríamos,0,hornearíamos
hornear,ar,ne,&null.,vosotros,2,0,aríais,0,hornearíais
hornear,ar,ne,&null.,ellos,2,0,arían,0,hornearían
hornear,ar,ne,&null.,yo,0,1,e,0,hornee
hornear,ar,ne,&null.,tu,0,1,es,0,hornees
hornear,ar,ne,&null.,el,0,1,e,0,hornee
hornear,ar,ne,&null.,nosotros,0,1,emos,0,horneemos
hornear,ar,ne,&null.,vosotros,0,1,éis,0,horneéis
hornear,ar,ne,&null.,ellos,0,1,en,0,horneen
hornear,ar,ne,&null.,yo,1,1,ara,0,horneara
hornear,ar,ne,&null.,tu,1,1,aras,0,hornearas
hornear,ar,ne,&null.,el,1,1,ara,0,horneara
hornear,ar,ne,&null.,nosotros,1,1,áramos,0,horneáramos
hornear,ar,ne,&null.,vosotros,1,1,arais,0,hornearais
hornear,ar,ne,&null.,ellos,1,1,aran,0,hornearan
hornear,ar,ne,&null.,yo,1,1,are,0,horneare
hornear,ar,ne,&null.,tu,1,1,ares,0,horneares
hornear,ar,ne,&null.,el,1,1,are,0,horneare
hornear,ar,ne,&null.,nosotros,1,1,áremos,0,horneáremos
hornear,ar,ne,&null.,vosotros,1,1,areis,0,horneareis
hornear,ar,ne,&null.,ellos,1,1,aren,0,hornearen
hornear,ar,ne,&null.,tu,0,2,a,0,hornea
hornear,ar,ne,&null.,nosotros,0,2,emos,0,horneemos
hornear,ar,ne,&null.,vosotros,0,2,ad,0,hornead
prohibir,ir,proj,&beta.,yo,0,0,o,hí,prohíbo
prohibir,ir,proj,&beta.,tu,0,0,es,hí,prohíbes
prohibir,ir,proj,&beta.,el,0,0,e,hí,prohíbe
prohibir,ir,proj,&beta.,nosotros,0,0,imos,0,prohibimos
prohibir,ir,proj,&beta.,vosotros,0,0,ís,0,prohibís
prohibir,ir,proj,&beta.,ellos,0,0,en,hí,prohíben
prohibir,ir,proj,&beta.,yo,1,0,ía,0,prohibía
prohibir,ir,proj,&beta.,tu,1,0,ías,0,prohibías
prohibir,ir,proj,&beta.,el,1,0,ía,0,prohibía
prohibir,ir,proj,&beta.,nosotros,1,0,íamos,0,prohibíamos
prohibir,ir,proj,&beta.,vosotros,1,0,íais,0,prohibíais
prohibir,ir,proj,&beta.,ellos,1,0,ían,0,prohibían
prohibir,ir,proj,&beta.,yo,2,0,í,0,prohibí
prohibir,ir,proj,&beta.,tu,2,0,iste,0,prohibiste
prohibir,ir,proj,&beta.,el,2,0,ió,0,prohibió
prohibir,ir,proj,&beta.,nosotros,2,0,imos,0,prohibimos
prohibir,ir,proj,&beta.,vosotros,2,0,isteis,0,prohibisteis
prohibir,ir,proj,&beta.,ellos,2,0,ieron,0,prohibieron
prohibir,ir,proj,&beta.,yo,1,0,iré,0,prohibiré
prohibir,ir,proj,&beta.,tu,1,0,irás,0,prohibirás
prohibir,ir,proj,&beta.,el,1,0,irá,0,prohibirá
prohibir,ir,proj,&beta.,nosotros,1,0,iremos,0,prohibiremos
prohibir,ir,proj,&beta.,vosotros,1,0,iréis,0,prohibiréis
prohibir,ir,proj,&beta.,ellos,1,0,irán,0,prohibirán
prohibir,ir,proj,&beta.,yo,2,0,iría,0,prohibiría
prohibir,ir,proj,&beta.,tu,2,0,irías,0,prohibirías
prohibir,ir,proj,&beta.,el,2,0,iría,0,prohibiría
prohibir,ir,proj,&beta.,nosotros,2,0,iríamos,0,prohibiríamos
prohibir,ir,proj,&beta.,vosotros,2,0,iríais,0,prohibiríais
prohibir,ir,proj,&beta.,ellos,2,0,irían,0,prohibirían
prohibir,ir,proj,&beta.,yo,0,1,a,hí,prohíba
prohibir,ir,proj,&beta.,tu,0,1,as,hí,prohíbas
prohibir,ir,proj,&beta.,el,0,1,a,hí,prohíba
prohibir,ir,proj,&beta.,nosotros,0,1,amos,0,prohibamos
prohibir,ir,proj,&beta.,vosotros,0,1,áis,0,prohibáis
prohibir,ir,proj,&beta.,ellos,0,1,an,hí,prohíban
prohibir,ir,proj,&beta.,yo,1,1,iera,0,prohibiera
prohibir,ir,proj,&beta.,tu,1,1,ieras,0,prohibieras
prohibir,ir,proj,&beta.,el,1,1,iera,0,prohibiera
prohibir,ir,proj,&beta.,nosotros,1,1,iéramos,0,prohibiéramos
prohibir,ir,proj,&beta.,vosotros,1,1,ierais,0,prohibierais
prohibir,ir,proj,&beta.,ellos,1,1,ieran,0,prohibieran
prohibir,ir,proj,&beta.,yo,1,1,iere,0,prohibiere
prohibir,ir,proj,&beta.,tu,1,1,ieres,0,prohibieres
prohibir,ir,proj,&beta.,el,1,1,iere,0,prohibiere
prohibir,ir,proj,&beta.,nosotros,1,1,iéremos,0,prohibiéremos
prohibir,ir,proj,&beta.,vosotros,1,1,iereis,0,prohibiereis
prohibir,ir,proj,&beta.,ellos,1,1,ieren,0,prohibieren
prohibir,ir,proj,&beta.,tu,0,2,e,hí,prohíbe
prohibir,ir,proj,&beta.,nosotros,0,2,amos,0,prohibamos
prohibir,ir,proj,&beta.,vosotros,0,2,id,0,prohibid
rogar,ar,&#345.o,&gamma.,yo,0,0,o,rue,ruego
rogar,ar,&#345.o,&gamma.,tu,0,0,as,rue,ruegas
rogar,ar,&#345.o,&gamma.,el,0,0,a,rue,ruega
rogar,ar,&#345.o,&gamma.,nosotros,0,0,amos,0,rogamos
rogar,ar,&#345.o,&gamma.,vosotros,0,0,áis,0,rogáis
rogar,ar,&#345.o,&gamma.,ellos,0,0,an,rue,ruegan
rogar,ar,&#345.o,&gamma.,yo,1,0,aba,0,rogaba
rogar,ar,&#345.o,&gamma.,tu,1,0,abas,0,rogabas
rogar,ar,&#345.o,&gamma.,el,1,0,aba,0,rogaba
rogar,ar,&#345.o,&gamma.,nosotros,1,0,ábamos,0,rogábamos
rogar,ar,&#345.o,&gamma.,vosotros,1,0,abais,0,rogabais
rogar,ar,&#345.o,&gamma.,ellos,1,0,aban,0,rogaban
rogar,ar,&#345.o,&gamma.,yo,2,0,ué,0,rogué
rogar,ar,&#345.o,&gamma.,tu,2,0,aste,0,rogaste
rogar,ar,&#345.o,&gamma.,el,2,0,ó,0,rogó
rogar,ar,&#345.o,&gamma.,nosotros,2,0,amos,0,rogamos
rogar,ar,&#345.o,&gamma.,vosotros,2,0,asteis,0,rogasteis
rogar,ar,&#345.o,&gamma.,ellos,2,0,aron,0,rogaron
rogar,ar,&#345.o,&gamma.,yo,1,0,aré,0,rogaré
rogar,ar,&#345.o,&gamma.,tu,1,0,arás,0,rogarás
rogar,ar,&#345.o,&gamma.,el,1,0,ará,0,rogará
rogar,ar,&#345.o,&gamma.,nosotros,1,0,aremos,0,rogaremos
rogar,ar,&#345.o,&gamma.,vosotros,1,0,aréis,0,rogaréis
rogar,ar,&#345.o,&gamma.,ellos,1,0,arán,0,rogarán
rogar,ar,&#345.o,&gamma.,yo,2,0,aría,0,rogaría
rogar,ar,&#345.o,&gamma.,tu,2,0,arías,0,rogarías
rogar,ar,&#345.o,&gamma.,el,2,0,aría,0,rogaría
rogar,ar,&#345.o,&gamma.,nosotros,2,0,aríamos,0,rogaríamos
rogar,ar,&#345.o,&gamma.,vosotros,2,0,aríais,0,rogaríais
rogar,ar,&#345.o,&gamma.,ellos,2,0,arían,0,rogarían
rogar,ar,&#345.o,&gamma.,yo,0,1,ue,rue,ruegue
rogar,ar,&#345.o,&gamma.,tu,0,1,ues,rue,ruegues
rogar,ar,&#345.o,&gamma.,el,0,1,ue,rue,ruegue
rogar,ar,&#345.o,&gamma.,nosotros,0,1,uemos,0,roguemos
rogar,ar,&#345.o,&gamma.,vosotros,0,1,uéis,0,roguéis
rogar,ar,&#345.o,&gamma.,ellos,0,1,uen,rue,rueguen
rogar,ar,&#345.o,&gamma.,yo,1,1,ara,0,rogara
rogar,ar,&#345.o,&gamma.,tu,1,1,aras,0,rogaras
rogar,ar,&#345.o,&gamma.,el,1,1,ara,0,rogara
rogar,ar,&#345.o,&gamma.,nosotros,1,1,áramos,0,rogáramos
rogar,ar,&#345.o,&gamma.,vosotros,1,1,arais,0,rogarais
rogar,ar,&#345.o,&gamma.,ellos,1,1,aran,0,rogaran
rogar,ar,&#345.o,&gamma.,yo,1,1,are,0,rogare
rogar,ar,&#345.o,&gamma.,tu,1,1,ares,0,rogares
rogar,ar,&#345.o,&gamma.,el,1,1,are,0,rogare
rogar,ar,&#345.o,&gamma.,nosotros,1,1,áremos,0,rogáremos
rogar,ar,&#345.o,&gamma.,vosotros,1,1,areis,0,rogareis
rogar,ar,&#345.o,&gamma.,ellos,1,1,aren,0,rogaren
rogar,ar,&#345.o,&gamma.,tu,0,2,a,rue,ruega
rogar,ar,&#345.o,&gamma.,nosotros,0,2,uemos,0,roguemos
rogar,ar,&#345.o,&gamma.,vosotros,0,2,ad,0,rogad
pertenecer,er,ne,&theta.,yo,0,0,o,nez,pertenezco
pertenecer,er,ne,&theta.,tu,0,0,es,0,perteneces
pertenecer,er,ne,&theta.,el,0,0,e,0,pertenece
pertenecer,er,ne,&theta.,nosotros,0,0,emos,0,pertenecemos
pertenecer,er,ne,&theta.,vosotros,0,0,éis,0,pertenecéis
pertenecer,er,ne,&theta.,ellos,0,0,en,0,pertenecen
pertenecer,er,ne,&theta.,yo,1,0,ía,0,pertenecía
pertenecer,er,ne,&theta.,tu,1,0,ías,0,pertenecías
pertenecer,er,ne,&theta.,el,1,0,ía,0,pertenecía
pertenecer,er,ne,&theta.,nosotros,1,0,íamos,0,pertenecíamos
pertenecer,er,ne,&theta.,vosotros,1,0,íais,0,pertenecíais
pertenecer,er,ne,&theta.,ellos,1,0,ían,0,pertenecían
pertenecer,er,ne,&theta.,yo,2,0,í,0,pertenecí
pertenecer,er,ne,&theta.,tu,2,0,iste,0,perteneciste
pertenecer,er,ne,&theta.,el,2,0,ió,0,perteneció
pertenecer,er,ne,&theta.,nosotros,2,0,imos,0,pertenecimos
pertenecer,er,ne,&theta.,vosotros,2,0,isteis,0,pertenecisteis
pertenecer,er,ne,&theta.,ellos,2,0,ieron,0,pertenecieron
pertenecer,er,ne,&theta.,yo,1,0,eré,0,perteneceré
pertenecer,er,ne,&theta.,tu,1,0,erás,0,pertenecerás
pertenecer,er,ne,&theta.,el,1,0,erá,0,pertenecerá
pertenecer,er,ne,&theta.,nosotros,1,0,eremos,0,perteneceremos
pertenecer,er,ne,&theta.,vosotros,1,0,eréis,0,perteneceréis
pertenecer,er,ne,&theta.,ellos,1,0,erán,0,pertenecerán
pertenecer,er,ne,&theta.,yo,2,0,ería,0,pertenecería
pertenecer,er,ne,&theta.,tu,2,0,erías,0,pertenecerías
pertenecer,er,ne,&theta.,el,2,0,ería,0,pertenecería
pertenecer,er,ne,&theta.,nosotros,2,0,eríamos,0,perteneceríamos
pertenecer,er,ne,&theta.,vosotros,2,0,eríais,0,perteneceríais
