infinitivo,ending,pensyl,prepensyl,pospensyl,stem,person,number,tense,mood,class_pensyl,class_suff,conjugacion
rezar,ar,re,NULL,re,z,3,1,0,0,0,an,rezan
rezar,ar,re,NULL,re,z,1,0,1,0,0,aba,rezaba
rezar,ar,re,NULL,re,z,2,0,1,0,0,abas,rezabas
rezar,ar,re,NULL,re,z,3,0,1,0,0,aba,rezaba
rezar,ar,re,NULL,re,z,1,1,1,0,0,ábamos,rezábamos
rezar,ar,re,NULL,re,z,2,1,1,0,0,abais,rezabais
rezar,ar,re,NULL,re,z,3,1,1,0,0,aban,rezaban
rezar,ar,re,NULL,re,z,1,0,2,0,0,cé,recé
rezar,ar,re,NULL,re,z,2,0,2,0,0,aste,rezaste
rezar,ar,re,NULL,re,z,3,0,2,0,0,ó,rezó
rezar,ar,re,NULL,re,z,1,1,2,0,0,amos,rezamos
rezar,ar,re,NULL,re,z,2,1,2,0,0,asteis,rezasteis
rezar,ar,re,NULL,re,z,3,1,2,0,0,aron,rezaron
rezar,ar,re,NULL,re,z,1,0,3,0,0,aré,rezaré
rezar,ar,re,NULL,re,z,2,0,3,0,0,arás,rezarás
rezar,ar,re,NULL,re,z,3,0,3,0,0,ará,rezará
rezar,ar,re,NULL,re,z,1,1,3,0,0,aremos,rezaremos
rezar,ar,re,NULL,re,z,2,1,3,0,0,aréis,rezaréis
rezar,ar,re,NULL,re,z,3,1,3,0,0,arán,rezarán
rezar,ar,re,NULL,re,z,1,0,4,0,0,aría,rezaría
rezar,ar,re,NULL,re,z,2,0,4,0,0,arías,rezarías
rezar,ar,re,NULL,re,z,3,0,4,0,0,aría,rezaría
rezar,ar,re,NULL,re,z,1,1,4,0,0,aríamos,rezaríamos
rezar,ar,re,NULL,re,z,2,1,4,0,0,aríais,rezaríais
rezar,ar,re,NULL,re,z,3,1,4,0,0,arían,rezarían
rezar,ar,re,NULL,re,z,1,0,0,1,0,ce,rece
rezar,ar,re,NULL,re,z,2,0,0,1,0,ces,reces
rezar,ar,re,NULL,re,z,3,0,0,1,0,ce,rece
rezar,ar,re,NULL,re,z,1,1,0,1,0,cemos,recemos
rezar,ar,re,NULL,re,z,2,1,0,1,0,céis,recéis
rezar,ar,re,NULL,re,z,3,1,0,1,0,cen,recen
rezar,ar,re,NULL,re,z,1,0,1,1,0,ara,rezara
rezar,ar,re,NULL,re,z,2,0,1,1,0,aras,rezaras
rezar,ar,re,NULL,re,z,3,0,1,1,0,ara,rezara
rezar,ar,re,NULL,re,z,1,1,1,1,0,áramos,rezáramos
rezar,ar,re,NULL,re,z,2,1,1,1,0,arais,rezarais
rezar,ar,re,NULL,re,z,3,1,1,1,0,aran,rezaran
rezar,ar,re,NULL,re,z,1,0,3,1,0,are,rezare
rezar,ar,re,NULL,re,z,2,0,3,1,0,ares,rezares
rezar,ar,re,NULL,re,z,3,0,3,1,0,are,rezare
rezar,ar,re,NULL,re,z,1,1,3,1,0,áremos,rezáremos
rezar,ar,re,NULL,re,z,2,1,3,1,0,areis,rezareis
rezar,ar,re,NULL,re,z,3,1,3,1,0,aren,rezaren
rezar,ar,re,NULL,re,z,0,0,0,2,-,?,-
rezar,ar,re,NULL,re,z,2,0,0,2,0,a,reza
rezar,ar,re,NULL,re,z,3,0,0,2,0,ce,rece
rezar,ar,re,NULL,re,z,1,1,0,2,0,cemos,recemos
rezar,ar,re,NULL,re,z,2,1,0,2,0,ad,rezad
rezar,ar,re,NULL,re,z,3,1,0,2,0,cen,recen
preceder,er,ce,NULL,ce,d,1,0,0,0,0,o,precedo
preceder,er,ce,NULL,ce,d,2,0,0,0,0,es,precedes
preceder,er,ce,NULL,ce,d,3,0,0,0,0,e,precede
preceder,er,ce,NULL,ce,d,1,1,0,0,0,emos,precedemos
preceder,er,ce,NULL,ce,d,2,1,0,0,0,éis,precedéis
preceder,er,ce,NULL,ce,d,3,1,0,0,0,en,preceden
preceder,er,ce,NULL,ce,d,1,0,1,0,0,ía,precedía
preceder,er,ce,NULL,ce,d,2,0,1,0,0,ías,precedías
preceder,er,ce,NULL,ce,d,3,0,1,0,0,ía,precedía
preceder,er,ce,NULL,ce,d,1,1,1,0,0,íamos,precedíamos
preceder,er,ce,NULL,ce,d,2,1,1,0,0,íais,precedíais
preceder,er,ce,NULL,ce,d,3,1,1,0,0,ían,precedían
preceder,er,ce,NULL,ce,d,1,0,2,0,0,í,precedí
preceder,er,ce,NULL,ce,d,2,0,2,0,0,iste,precediste
preceder,er,ce,NULL,ce,d,3,0,2,0,0,ió,precedió
preceder,er,ce,NULL,ce,d,1,1,2,0,0,imos,precedimos
preceder,er,ce,NULL,ce,d,2,1,2,0,0,isteis,precedisteis
preceder,er,ce,NULL,ce,d,3,1,2,0,0,ieron,precedieron
preceder,er,ce,NULL,ce,d,1,0,3,0,0,eré,precederé
preceder,er,ce,NULL,ce,d,2,0,3,0,0,erás,precederás
preceder,er,ce,NULL,ce,d,3,0,3,0,0,erá,precederá
preceder,er,ce,NULL,ce,d,1,1,3,0,0,eremos,precederemos
preceder,er,ce,NULL,ce,d,2,1,3,0,0,eréis,precederéis
preceder,er,ce,NULL,ce,d,3,1,3,0,0,erán,precederán
preceder,er,ce,NULL,ce,d,1,0,4,0,0,ería,precedería
preceder,er,ce,NULL,ce,d,2,0,4,0,0,erías,precederías
preceder,er,ce,NULL,ce,d,3,0,4,0,0,ería,precedería
preceder,er,ce,NULL,ce,d,1,1,4,0,0,eríamos,precederíamos
preceder,er,ce,NULL,ce,d,2,1,4,0,0,eríais,precederíais
preceder,er,ce,NULL,ce,d,3,1,4,0,0,erían,precederían
preceder,er,ce,NULL,ce,d,1,0,0,1,0,a,preceda
preceder,er,ce,NULL,ce,d,2,0,0,1,0,as,precedas
preceder,er,ce,NULL,ce,d,3,0,0,1,0,a,preceda
preceder,er,ce,NULL,ce,d,1,1,0,1,0,amos,precedamos
preceder,er,ce,NULL,ce,d,2,1,0,1,0,áis,precedáis
preceder,er,ce,NULL,ce,d,3,1,0,1,0,an,precedan
preceder,er,ce,NULL,ce,d,1,0,1,1,0,iera,precediera
preceder,er,ce,NULL,ce,d,2,0,1,1,0,ieras,precedieras
preceder,er,ce,NULL,ce,d,3,0,1,1,0,iera,precediera
preceder,er,ce,NULL,ce,d,1,1,1,1,0,iéramos,precediéramos
preceder,er,ce,NULL,ce,d,2,1,1,1,0,ierais,precedierais
preceder,er,ce,NULL,ce,d,3,1,1,1,0,ieran,precedieran
preceder,er,ce,NULL,ce,d,1,0,3,1,0,iere,precediere
preceder,er,ce,NULL,ce,d,2,0,3,1,0,ieres,precedieres
preceder,er,ce,NULL,ce,d,3,0,3,1,0,iere,precediere
preceder,er,ce,NULL,ce,d,1,1,3,1,0,iéremos,precediéremos
preceder,er,ce,NULL,ce,d,2,1,3,1,0,iereis,precediereis
preceder,er,ce,NULL,ce,d,3,1,3,1,0,ieren,precedieren
preceder,er,ce,NULL,ce,d,0,0,0,2,-,?,-
preceder,er,ce,NULL,ce,d,2,0,0,2,0,e,precede
preceder,er,ce,NULL,ce,d,3,0,0,2,0,a,preceda
preceder,er,ce,NULL,ce,d,1,1,0,2,0,amos,precedamos
preceder,er,ce,NULL,ce,d,2,1,0,2,0,ed,preceded
preceder,er,ce,NULL,ce,d,3,1,0,2,0,an,precedan
preferir,ir,fe,NULL,fe,r,1,0,0,0,fie,o,prefiero
preferir,ir,fe,NULL,fe,r,2,0,0,0,fie,es,prefieres
preferir,ir,fe,NULL,fe,r,3,0,0,0,fie,e,prefiere
preferir,ir,fe,NULL,fe,r,1,1,0,0,0,imos,preferimos
preferir,ir,fe,NULL,fe,r,2,1,0,0,0,ís,preferís
preferir,ir,fe,NULL,fe,r,3,1,0,0,fie,en,prefieren
preferir,ir,fe,NULL,fe,r,1,0,1,0,0,ía,prefería
preferir,ir,fe,NULL,fe,r,2,0,1,0,0,ías,preferías
preferir,ir,fe,NULL,fe,r,3,0,1,0,0,ía,prefería
preferir,ir,fe,NULL,fe,r,1,1,1,0,0,íamos,preferíamos
preferir,ir,fe,NULL,fe,r,2,1,1,0,0,íais,preferíais
preferir,ir,fe,NULL,fe,r,3,1,1,0,0,ían,preferían
preferir,ir,fe,NULL,fe,r,1,0,2,0,0,í,preferí
preferir,ir,fe,NULL,fe,r,2,0,2,0,0,iste,preferiste
preferir,ir,fe,NULL,fe,r,3,0,2,0,fi,ió,prefirió
preferir,ir,fe,NULL,fe,r,1,1,2,0,0,imos,preferimos
preferir,ir,fe,NULL,fe,r,2,1,2,0,0,isteis,preferisteis
preferir,ir,fe,NULL,fe,r,3,1,2,0,fi,ieron,prefirieron
preferir,ir,fe,NULL,fe,r,1,0,3,0,0,iré,preferiré
preferir,ir,fe,NULL,fe,r,2,0,3,0,0,irás,preferirás
preferir,ir,fe,NULL,fe,r,3,0,3,0,0,irá,preferirá
preferir,ir,fe,NULL,fe,r,1,1,3,0,0,iremos,preferiremos
preferir,ir,fe,NULL,fe,r,2,1,3,0,0,iréis,preferiréis
preferir,ir,fe,NULL,fe,r,3,1,3,0,0,irán,preferirán
preferir,ir,fe,NULL,fe,r,1,0,4,0,0,iría,preferiría
preferir,ir,fe,NULL,fe,r,2,0,4,0,0,irías,preferirías
preferir,ir,fe,NULL,fe,r,3,0,4,0,0,iría,preferiría
preferir,ir,fe,NULL,fe,r,1,1,4,0,0,iríamos,preferiríamos
preferir,ir,fe,NULL,fe,r,2,1,4,0,0,iríais,preferiríais
preferir,ir,fe,NULL,fe,r,3,1,4,0,0,irían,preferirían
preferir,ir,fe,NULL,fe,r,1,0,0,1,fie,a,prefiera
preferir,ir,fe,NULL,fe,r,2,0,0,1,fie,as,prefieras
preferir,ir,fe,NULL,fe,r,3,0,0,1,fie,a,prefiera
preferir,ir,fe,NULL,fe,r,1,1,0,1,fi,amos,prefiramos
preferir,ir,fe,NULL,fe,r,2,1,0,1,fi,áis,prefiráis
preferir,ir,fe,NULL,fe,r,3,1,0,1,fie,an,prefieran
preferir,ir,fe,NULL,fe,r,1,0,1,1,fi,iera,prefiriera
preferir,ir,fe,NULL,fe,r,2,0,1,1,fi,ieras,prefirieras
preferir,ir,fe,NULL,fe,r,3,0,1,1,fi,iera,prefiriera
preferir,ir,fe,NULL,fe,r,1,1,1,1,fi,iéramos,prefiriéramos
preferir,ir,fe,NULL,fe,r,2,1,1,1,fi,ierais,prefirierais
preferir,ir,fe,NULL,fe,r,3,1,1,1,fi,ieran,prefirieran
preferir,ir,fe,NULL,fe,r,1,0,3,1,fi,iere,prefiriere
preferir,ir,fe,NULL,fe,r,2,0,3,1,fi,ieres,prefirieres
preferir,ir,fe,NULL,fe,r,3,0,3,1,fi,iere,prefiriere
preferir,ir,fe,NULL,fe,r,1,1,3,1,fi,iéremos,prefiriéremos
preferir,ir,fe,NULL,fe,r,2,1,3,1,fi,iereis,prefiriereis
preferir,ir,fe,NULL,fe,r,3,1,3,1,fi,ieren,prefirieren
preferir,ir,fe,NULL,fe,r,0,0,0,2,-,?,-
preferir,ir,fe,NULL,fe,r,2,0,0,2,fie,e,prefiere
preferir,ir,fe,NULL,fe,r,3,0,0,2,fie,a,prefiera
preferir,ir,fe,NULL,fe,r,1,1,0,2,fi,amos,prefiramos
preferir,ir,fe,NULL,fe,r,2,1,0,2,0,id,preferid
preferir,ir,fe,NULL,fe,r,3,1,0,2,fie,an,prefieran
preparar,ar,pa,NULL,pa,r,1,0,0,0,0,o,preparo
preparar,ar,pa,NULL,pa,r,2,0,0,0,0,as,preparas
preparar,ar,pa,NULL,pa,r,3,0,0,0,0,a,prepara
preparar,ar,pa,NULL,pa,r,1,1,0,0,0,amos,preparamos
preparar,ar,pa,NULL,pa,r,2,1,0,0,0,áis,preparáis
preparar,ar,pa,NULL,pa,r,3,1,0,0,0,an,preparan
preparar,ar,pa,NULL,pa,r,1,0,1,0,0,aba,preparaba
preparar,ar,pa,NULL,pa,r,2,0,1,0,0,abas,preparabas
preparar,ar,pa,NULL,pa,r,3,0,1,0,0,aba,preparaba
preparar,ar,pa,NULL,pa,r,1,1,1,0,0,ábamos,preparábamos
preparar,ar,pa,NULL,pa,r,2,1,1,0,0,abais,preparabais
preparar,ar,pa,NULL,pa,r,3,1,1,0,0,aban,preparaban
preparar,ar,pa,NULL,pa,r,1,0,2,0,0,é,preparé
preparar,ar,pa,NULL,pa,r,2,0,2,0,0,aste,preparaste
preparar,ar,pa,NULL,pa,r,3,0,2,0,0,ó,preparó
preparar,ar,pa,NULL,pa,r,1,1,2,0,0,amos,preparamos
preparar,ar,pa,NULL,pa,r,2,1,2,0,0,asteis,preparasteis
preparar,ar,pa,NULL,pa,r,3,1,2,0,0,aron,prepararon
preparar,ar,pa,NULL,pa,r,1,0,3,0,0,aré,prepararé
preparar,ar,pa,NULL,pa,r,2,0,3,0,0,arás,prepararás
preparar,ar,pa,NULL,pa,r,3,0,3,0,0,ará,preparará
preparar,ar,pa,NULL,pa,r,1,1,3,0,0,aremos,prepararemos
preparar,ar,pa,NULL,pa,r,2,1,3,0,0,aréis,prepararéis
preparar,ar,pa,NULL,pa,r,3,1,3,0,0,arán,prepararán
preparar,ar,pa,NULL,pa,r,1,0,4,0,0,aría,prepararía
preparar,ar,pa,NULL,pa,r,2,0,4,0,0,arías,prepararías
preparar,ar,pa,NULL,pa,r,3,0,4,0,0,aría,prepararía
preparar,ar,pa,NULL,pa,r,1,1,4,0,0,aríamos,prepararíamos
preparar,ar,pa,NULL,pa,r,2,1,4,0,0,aríais,prepararíais
preparar,ar,pa,NULL,pa,r,3,1,4,0,0,arían,prepararían
preparar,ar,pa,NULL,pa,r,1,0,0,1,0,e,prepare
preparar,ar,pa,NULL,pa,r,2,0,0,1,0,es,prepares
preparar,ar,pa,NULL,pa,r,3,0,0,1,0,e,prepare
preparar,ar,pa,NULL,pa,r,1,1,0,1,0,emos,preparemos
preparar,ar,pa,NULL,pa,r,2,1,0,1,0,éis,preparéis
preparar,ar,pa,NULL,pa,r,3,1,0,1,0,en,preparen
preparar,ar,pa,NULL,pa,r,1,0,1,1,0,ara,preparara
preparar,ar,pa,NULL,pa,r,2,0,1,1,0,aras,prepararas
preparar,ar,pa,NULL,pa,r,3,0,1,1,0,ara,preparara
preparar,ar,pa,NULL,pa,r,1,1,1,1,0,áramos,preparáramos
preparar,ar,pa,NULL,pa,r,2,1,1,1,0,arais,prepararais
preparar,ar,pa,NULL,pa,r,3,1,1,1,0,aran,prepararan
preparar,ar,pa,NULL,pa,r,1,0,3,1,0,are,preparare
preparar,ar,pa,NULL,pa,r,2,0,3,1,0,ares,preparares
preparar,ar,pa,NULL,pa,r,3,0,3,1,0,are,preparare
preparar,ar,pa,NULL,pa,r,1,1,3,1,0,áremos,preparáremos
preparar,ar,pa,NULL,pa,r,2,1,3,1,0,areis,preparareis
preparar,ar,pa,NULL,pa,r,3,1,3,1,0,aren,prepararen
preparar,ar,pa,NULL,pa,r,0,0,0,2,-,?,-
preparar,ar,pa,NULL,pa,r,2,0,0,2,0,a,prepara
preparar,ar,pa,NULL,pa,r,3,0,0,2,0,e,prepare
preparar,ar,pa,NULL,pa,r,1,1,0,2,0,emos,preparemos
preparar,ar,pa,NULL,pa,r,2,1,0,2,0,ad,preparad
preparar,ar,pa,NULL,pa,r,3,1,0,2,0,en,preparen
regalar,ar,ga,NULL,ga,l,1,0,0,0,0,o,regalo
regalar,ar,ga,NULL,ga,l,2,0,0,0,0,as,regalas
regalar,ar,ga,NULL,ga,l,3,0,0,0,0,a,regala
regalar,ar,ga,NULL,ga,l,1,1,0,0,0,amos,regalamos
regalar,ar,ga,NULL,ga,l,2,1,0,0,0,áis,regaláis
regalar,ar,ga,NULL,ga,l,3,1,0,0,0,an,regalan
regalar,ar,ga,NULL,ga,l,1,0,1,0,0,aba,regalaba
regalar,ar,ga,NULL,ga,l,2,0,1,0,0,abas,regalabas
regalar,ar,ga,NULL,ga,l,3,0,1,0,0,aba,regalaba
regalar,ar,ga,NULL,ga,l,1,1,1,0,0,ábamos,regalábamos
regalar,ar,ga,NULL,ga,l,2,1,1,0,0,abais,regalabais
regalar,ar,ga,NULL,ga,l,3,1,1,0,0,aban,regalaban
regalar,ar,ga,NULL,ga,l,1,0,2,0,0,é,regalé
regalar,ar,ga,NULL,ga,l,2,0,2,0,0,aste,regalaste
regalar,ar,ga,NULL,ga,l,3,0,2,0,0,ó,regaló
regalar,ar,ga,NULL,ga,l,1,1,2,0,0,amos,regalamos
regalar,ar,ga,NULL,ga,l,2,1,2,0,0,asteis,regalasteis
regalar,ar,ga,NULL,ga,l,3,1,2,0,0,aron,regalaron
regalar,ar,ga,NULL,ga,l,1,0,3,0,0,aré,regalaré
regalar,ar,ga,NULL,ga,l,2,0,3,0,0,arás,regalarás
regalar,ar,ga,NULL,ga,l,3,0,3,0,0,ará,regalará
regalar,ar,ga,NULL,ga,l,1,1,3,0,0,aremos,regalaremos
regalar,ar,ga,NULL,ga,l,2,1,3,0,0,aréis,regalaréis
regalar,ar,ga,NULL,ga,l,3,1,3,0,0,arán,regalarán
regalar,ar,ga,NULL,ga,l,1,0,4,0,0,aría,regalaría
regalar,ar,ga,NULL,ga,l,2,0,4,0,0,arías,regalarías
regalar,ar,ga,NULL,ga,l,3,0,4,0,0,aría,regalaría
regalar,ar,ga,NULL,ga,l,1,1,4,0,0,aríamos,regalaríamos
regalar,ar,ga,NULL,ga,l,2,1,4,0,0,aríais,regalaríais
regalar,ar,ga,NULL,ga,l,3,1,4,0,0,arían,regalarían
regalar,ar,ga,NULL,ga,l,1,0,0,1,0,e,regale
regalar,ar,ga,NULL,ga,l,2,0,0,1,0,es,regales
regalar,ar,ga,NULL,ga,l,3,0,0,1,0,e,regale
regalar,ar,ga,NULL,ga,l,1,1,0,1,0,emos,regalemos
regalar,ar,ga,NULL,ga,l,2,1,0,1,0,éis,regaléis
regalar,ar,ga,NULL,ga,l,3,1,0,1,0,en,regalen
regalar,ar,ga,NULL,ga,l,1,0,1,1,0,ara,regalara
regalar,ar,ga,NULL,ga,l,2,0,1,1,0,aras,regalaras
regalar,ar,ga,NULL,ga,l,3,0,1,1,0,ara,regalara
regalar,ar,ga,NULL,ga,l,1,1,1,1,0,áramos,regaláramos
regalar,ar,ga,NULL,ga,l,2,1,1,1,0,arais,regalarais
regalar,ar,ga,NULL,ga,l,3,1,1,1,0,aran,regalaran
regalar,ar,ga,NULL,ga,l,1,0,3,1,0,are,regalare
regalar,ar,ga,NULL,ga,l,2,0,3,1,0,ares,regalares
regalar,ar,ga,NULL,ga,l,3,0,3,1,0,are,regalare
regalar,ar,ga,NULL,ga,l,1,1,3,1,0,áremos,regaláremos
regalar,ar,ga,NULL,ga,l,2,1,3,1,0,areis,regalareis
regalar,ar,ga,NULL,ga,l,3,1,3,1,0,aren,regalaren
regalar,ar,ga,NULL,ga,l,0,0,0,2,-,?,-
regalar,ar,ga,NULL,ga,l,2,0,0,2,0,a,regala
regalar,ar,ga,NULL,ga,l,3,0,0,2,0,e,regale
regalar,ar,ga,NULL,ga,l,1,1,0,2,0,emos,regalemos
regalar,ar,ga,NULL,ga,l,2,1,0,2,0,ad,regalad
regalar,ar,ga,NULL,ga,l,3,1,0,2,0,en,regalen
presionar,ar,sio,s,io,n,1,0,0,0,0,o,presiono
presionar,ar,sio,s,io,n,2,0,0,0,0,as,presionas
presionar,ar,sio,s,io,n,3,0,0,0,0,a,presiona
presionar,ar,sio,s,io,n,1,1,0,0,0,amos,presionamos
presionar,ar,sio,s,io,n,2,1,0,0,0,áis,presionáis
presionar,ar,sio,s,io,n,3,1,0,0,0,an,presionan
presionar,ar,sio,s,io,n,1,0,1,0,0,aba,presionaba
presionar,ar,sio,s,io,n,2,0,1,0,0,abas,presionabas
presionar,ar,sio,s,io,n,3,0,1,0,0,aba,presionaba
presionar,ar,sio,s,io,n,1,1,1,0,0,ábamos,presionábamos
presionar,ar,sio,s,io,n,2,1,1,0,0,abais,presionabais
presionar,ar,sio,s,io,n,3,1,1,0,0,aban,presionaban
presionar,ar,sio,s,io,n,1,0,2,0,0,é,presioné
presionar,ar,sio,s,io,n,2,0,2,0,0,aste,presionaste
presionar,ar,sio,s,io,n,3,0,2,0,0,ó,presionó
presionar,ar,sio,s,io,n,1,1,2,0,0,amos,presionamos
presionar,ar,sio,s,io,n,2,1,2,0,0,asteis,presionasteis
presionar,ar,sio,s,io,n,3,1,2,0,0,aron,presionaron
presionar,ar,sio,s,io,n,1,0,3,0,0,aré,presionaré
presionar,ar,sio,s,io,n,2,0,3,0,0,arás,presionarás
presionar,ar,sio,s,io,n,3,0,3,0,0,ará,presionará
presionar,ar,sio,s,io,n,1,1,3,0,0,aremos,presionaremos
presionar,ar,sio,s,io,n,2,1,3,0,0,aréis,presionaréis
presionar,ar,sio,s,io,n,3,1,3,0,0,arán,presionarán
presionar,ar,sio,s,io,n,1,0,4,0,0,aría,presionaría
presionar,ar,sio,s,io,n,2,0,4,0,0,arías,presionarías
presionar,ar,sio,s,io,n,3,0,4,0,0,aría,presionaría
presionar,ar,sio,s,io,n,1,1,4,0,0,aríamos,presionaríamos
presionar,ar,sio,s,io,n,2,1,4,0,0,aríais,presionaríais
presionar,ar,sio,s,io,n,3,1,4,0,0,arían,presionarían
presionar,ar,sio,s,io,n,1,0,0,1,0,e,presione
presionar,ar,sio,s,io,n,2,0,0,1,0,es,presiones
presionar,ar,sio,s,io,n,3,0,0,1,0,e,presione
presionar,ar,sio,s,io,n,1,1,0,1,0,emos,presionemos
presionar,ar,sio,s,io,n,2,1,0,1,0,éis,presionéis
presionar,ar,sio,s,io,n,3,1,0,1,0,en,presionen
presionar,ar,sio,s,io,n,1,0,1,1,0,ara,presionara
presionar,ar,sio,s,io,n,2,0,1,1,0,aras,presionaras
presionar,ar,sio,s,io,n,3,0,1,1,0,ara,presionara
presionar,ar,sio,s,io,n,1,1,1,1,0,áramos,presionáramos
presionar,ar,sio,s,io,n,2,1,1,1,0,arais,presionarais
presionar,ar,sio,s,io,n,3,1,1,1,0,aran,presionaran
presionar,ar,sio,s,io,n,1,0,3,1,0,are,presionare
presionar,ar,sio,s,io,n,2,0,3,1,0,ares,presionares
presionar,ar,sio,s,io,n,3,0,3,1,0,are,presionare
presionar,ar,sio,s,io,n,1,1,3,1,0,áremos,presionáremos
presionar,ar,sio,s,io,n,2,1,3,1,0,areis,presionareis
presionar,ar,sio,s,io,n,3,1,3,1,0,aren,presionaren
presionar,ar,sio,s,io,n,0,0,0,2,-,?,-
presionar,ar,sio,s,io,n,2,0,0,2,0,a,presiona
presionar,ar,sio,s,io,n,3,0,0,2,0,e,presione
presionar,ar,sio,s,io,n,1,1,0,2,0,emos,presionemos
presionar,ar,sio,s,io,n,2,1,0,2,0,ad,presionad
presionar,ar,sio,s,io,n,3,1,0,2,0,en,presionen
apretar,ar,pre,p,re,t,1,0,0,0,prie,o,aprieto
apretar,ar,pre,p,re,t,2,0,0,0,prie,as,aprietas
apretar,ar,pre,p,re,t,3,0,0,0,prie,a,aprieta
apretar,ar,pre,p,re,t,1,1,0,0,0,amos,apretamos
apretar,ar,pre,p,re,t,2,1,0,0,0,áis,apretáis
apretar,ar,pre,p,re,t,3,1,0,0,prie,an,aprietan
apretar,ar,pre,p,re,t,1,0,1,0,0,aba,apretaba
apretar,ar,pre,p,re,t,2,0,1,0,0,abas,apretabas
apretar,ar,pre,p,re,t,3,0,1,0,0,aba,apretaba
apretar,ar,pre,p,re,t,1,1,1,0,0,ábamos,apretábamos
apretar,ar,pre,p,re,t,2,1,1,0,0,abais,apretabais
apretar,ar,pre,p,re,t,3,1,1,0,0,aban,apretaban
apretar,ar,pre,p,re,t,1,0,2,0,0,é,apreté
apretar,ar,pre,p,re,t,2,0,2,0,0,aste,apretaste
apretar,ar,pre,p,re,t,3,0,2,0,0,ó,apretó
apretar,ar,pre,p,re,t,1,1,2,0,0,amos,apretamos
apretar,ar,pre,p,re,t,2,1,2,0,0,asteis,apretasteis
apretar,ar,pre,p,re,t,3,1,2,0,0,aron,apretaron
apretar,ar,pre,p,re,t,1,0,3,0,0,aré,apretaré
apretar,ar,pre,p,re,t,2,0,3,0,0,arás,apretarás
apretar,ar,pre,p,re,t,3,0,3,0,0,ará,apretará
apretar,ar,pre,p,re,t,1,1,3,0,0,aremos,apretaremos
apretar,ar,pre,p,re,t,2,1,3,0,0,aréis,apretaréis
apretar,ar,pre,p,re,t,3,1,3,0,0,arán,apretarán
apretar,ar,pre,p,re,t,1,0,4,0,0,aría,apretaría
apretar,ar,pre,p,re,t,2,0,4,0,0,arías,apretarías
apretar,ar,pre,p,re,t,3,0,4,0,0,aría,apretaría
apretar,ar,pre,p,re,t,1,1,4,0,0,aríamos,apretaríamos
apretar,ar,pre,p,re,t,2,1,4,0,0,aríais,apretaríais
apretar,ar,pre,p,re,t,3,1,4,0,0,arían,apretarían
apretar,ar,pre,p,re,t,1,0,0,1,prie,e,apriete
apretar,ar,pre,p,re,t,2,0,0,1,prie,es,aprietes
apretar,ar,pre,p,re,t,3,0,0,1,prie,e,apriete
apretar,ar,pre,p,re,t,1,1,0,1,0,emos,apretemos
apretar,ar,pre,p,re,t,2,1,0,1,0,éis,apretéis
apretar,ar,pre,p,re,t,3,1,0,1,prie,en,aprieten
apretar,ar,pre,p,re,t,1,0,1,1,0,ara,apretara
apretar,ar,pre,p,re,t,2,0,1,1,0,aras,apretaras
apretar,ar,pre,p,re,t,3,0,1,1,0,ara,apretara
apretar,ar,pre,p,re,t,1,1,1,1,0,áramos,apretáramos
apretar,ar,pre,p,re,t,2,1,1,1,0,arais,apretarais
apretar,ar,pre,p,re,t,3,1,1,1,0,aran,apretaran
apretar,ar,pre,p,re,t,1,0,3,1,0,are,apretare
apretar,ar,pre,p,re,t,2,0,3,1,0,ares,apretares
apretar,ar,pre,p,re,t,3,0,3,1,0,are,apretare
apretar,ar,pre,p,re,t,1,1,3,1,0,áremos,apretáremos
apretar,ar,pre,p,re,t,2,1,3,1,0,areis,apretareis
apretar,ar,pre,p,re,t,3,1,3,1,0,aren,apretaren
apretar,ar,pre,p,re,t,0,0,0,2,-,?,-
apretar,ar,pre,p,re,t,2,0,0,2,prie,a,aprieta
apretar,ar,pre,p,re,t,3,0,0,2,prie,e,apriete
apretar,ar,pre,p,re,t,1,1,0,2,0,emos,apretemos
apretar,ar,pre,p,re,t,2,1,0,2,0,ad,apretad
apretar,ar,pre,p,re,t,3,1,0,2,prie,en,aprieten
fingir,ir,fin,f,in,g,1,0,0,0,0,jo,finjo
fingir,ir,fin,f,in,g,2,0,0,0,0,es,finges
fingir,ir,fin,f,in,g,3,0,0,0,0,e,finge
fingir,ir,fin,f,in,g,1,1,0,0,0,imos,fingimos
fingir,ir,fin,f,in,g,2,1,0,0,0,ís,fingís
fingir,ir,fin,f,in,g,3,1,0,0,0,en,fingen
fingir,ir,fin,f,in,g,1,0,1,0,0,ía,fingía
fingir,ir,fin,f,in,g,2,0,1,0,0,ías,fingías
fingir,ir,fin,f,in,g,3,0,1,0,0,ía,fingía
fingir,ir,fin,f,in,g,1,1,1,0,0,íamos,fingíamos
fingir,ir,fin,f,in,g,2,1,1,0,0,íais,fingíais
fingir,ir,fin,f,in,g,3,1,1,0,0,ían,fingían
fingir,ir,fin,f,in,g,1,0,2,0,0,í,fingí
fingir,ir,fin,f,in,g,2,0,2,0,0,iste,fingiste
fingir,ir,fin,f,in,g,3,0,2,0,0,ió,fingió
fingir,ir,fin,f,in,g,1,1,2,0,0,imos,fingimos
fingir,ir,fin,f,in,g,2,1,2,0,0,isteis,fingisteis
fingir,ir,fin,f,in,g,3,1,2,0,0,ieron,fingieron
fingir,ir,fin,f,in,g,1,0,3,0,0,iré,fingiré
fingir,ir,fin,f,in,g,2,0,3,0,0,irás,fingirás
