infinitivo,ending,stem,pensyl,prePensyl,posPensyl,person,number,tense,mood,class_suff,class_pensyl,class_prePensyl,class_posPensyl,conjugacion
comerciar,ar,ci,mer,m,er,3,1,1,0,aban,0,NULL,0,comerciaban
comerciar,ar,ci,mer,m,er,1,0,2,0,é,0,NULL,0,comercié
comerciar,ar,ci,mer,m,er,2,0,2,0,aste,0,NULL,0,comerciaste
comerciar,ar,ci,mer,m,er,3,0,2,0,ó,0,NULL,0,comerció
comerciar,ar,ci,mer,m,er,1,1,2,0,amos,0,NULL,0,comerciamos
comerciar,ar,ci,mer,m,er,2,1,2,0,asteis,0,NULL,0,comerciasteis
comerciar,ar,ci,mer,m,er,3,1,2,0,aron,0,NULL,0,comerciaron
comerciar,ar,ci,mer,m,er,1,0,1,0,aré,0,NULL,0,comerciaré
comerciar,ar,ci,mer,m,er,2,0,1,0,arás,0,NULL,0,comerciarás
comerciar,ar,ci,mer,m,er,3,0,1,0,ará,0,NULL,0,comerciará
comerciar,ar,ci,mer,m,er,1,1,1,0,aremos,0,NULL,0,comerciaremos
comerciar,ar,ci,mer,m,er,2,1,1,0,aréis,0,NULL,0,comerciaréis
comerciar,ar,ci,mer,m,er,3,1,1,0,arán,0,NULL,0,comerciarán
comerciar,ar,ci,mer,m,er,1,0,2,0,aría,0,NULL,0,comerciaría
comerciar,ar,ci,mer,m,er,2,0,2,0,arías,0,NULL,0,comerciarías
comerciar,ar,ci,mer,m,er,3,0,2,0,aría,0,NULL,0,comerciaría
comerciar,ar,ci,mer,m,er,1,1,2,0,aríamos,0,NULL,0,comerciaríamos
comerciar,ar,ci,mer,m,er,2,1,2,0,aríais,0,NULL,0,comerciaríais
comerciar,ar,ci,mer,m,er,3,1,2,0,arían,0,NULL,0,comerciarían
comerciar,ar,ci,mer,m,er,1,0,0,1,e,0,NULL,0,comercie
comerciar,ar,ci,mer,m,er,2,0,0,1,es,0,NULL,0,comercies
comerciar,ar,ci,mer,m,er,3,0,0,1,e,0,NULL,0,comercie
comerciar,ar,ci,mer,m,er,1,1,0,1,emos,0,NULL,0,comerciemos
comerciar,ar,ci,mer,m,er,2,1,0,1,éis,0,NULL,0,comerciéis
comerciar,ar,ci,mer,m,er,3,1,0,1,en,0,NULL,0,comercien
comerciar,ar,ci,mer,m,er,1,0,1,1,ara,0,NULL,0,comerciara
comerciar,ar,ci,mer,m,er,2,0,1,1,aras,0,NULL,0,comerciaras
comerciar,ar,ci,mer,m,er,3,0,1,1,ara,0,NULL,0,comerciara
comerciar,ar,ci,mer,m,er,1,1,1,1,áramos,0,NULL,0,comerciáramos
comerciar,ar,ci,mer,m,er,2,1,1,1,arais,0,NULL,0,comerciarais
comerciar,ar,ci,mer,m,er,3,1,1,1,aran,0,NULL,0,comerciaran
comerciar,ar,ci,mer,m,er,1,0,1,1,are,0,NULL,0,comerciare
comerciar,ar,ci,mer,m,er,2,0,1,1,ares,0,NULL,0,comerciares
comerciar,ar,ci,mer,m,er,3,0,1,1,are,0,NULL,0,comerciare
comerciar,ar,ci,mer,m,er,1,1,1,1,áremos,0,NULL,0,comerciáremos
comerciar,ar,ci,mer,m,er,2,1,1,1,areis,0,NULL,0,comerciareis
comerciar,ar,ci,mer,m,er,3,1,1,1,aren,0,NULL,0,comerciaren
comerciar,ar,ci,mer,m,er,0,0,0,2,-,-,-,-,-
comerciar,ar,ci,mer,m,er,2,0,0,2,a,0,NULL,0,comercia
comerciar,ar,ci,mer,m,er,0,0,0,2,e,0,NULL,0,comercie
comerciar,ar,ci,mer,m,er,1,1,0,2,emos,0,NULL,0,comerciemos
comerciar,ar,ci,mer,m,er,2,1,0,2,ad,0,NULL,0,comerciad
comerciar,ar,ci,mer,m,er,0,0,0,2,en,0,NULL,0,comercien
negociar,ar,ci,go,NULL,go,1,0,0,0,o,0,NULL,0,negocio
negociar,ar,ci,go,NULL,go,2,0,0,0,as,0,NULL,0,negocias
negociar,ar,ci,go,NULL,go,3,0,0,0,a,0,NULL,0,negocia
negociar,ar,ci,go,NULL,go,1,1,0,0,amos,0,NULL,0,negociamos
negociar,ar,ci,go,NULL,go,2,1,0,0,áis,0,NULL,0,negociáis
negociar,ar,ci,go,NULL,go,3,1,0,0,an,0,NULL,0,negocian
negociar,ar,ci,go,NULL,go,1,0,1,0,aba,0,NULL,0,negociaba
negociar,ar,ci,go,NULL,go,2,0,1,0,abas,0,NULL,0,negociabas
negociar,ar,ci,go,NULL,go,3,0,1,0,aba,0,NULL,0,negociaba
negociar,ar,ci,go,NULL,go,1,1,1,0,ábamos,0,NULL,0,negociábamos
negociar,ar,ci,go,NULL,go,2,1,1,0,abais,0,NULL,0,negociabais
negociar,ar,ci,go,NULL,go,3,1,1,0,aban,0,NULL,0,negociaban
negociar,ar,ci,go,NULL,go,1,0,2,0,é,0,NULL,0,negocié
negociar,ar,ci,go,NULL,go,2,0,2,0,aste,0,NULL,0,negociaste
negociar,ar,ci,go,NULL,go,3,0,2,0,ó,0,NULL,0,negoció
negociar,ar,ci,go,NULL,go,1,1,2,0,amos,0,NULL,0,negociamos
negociar,ar,ci,go,NULL,go,2,1,2,0,asteis,0,NULL,0,negociasteis
negociar,ar,ci,go,NULL,go,3,1,2,0,aron,0,NULL,0,negociaron
negociar,ar,ci,go,NULL,go,1,0,1,0,aré,0,NULL,0,negociaré
negociar,ar,ci,go,NULL,go,2,0,1,0,arás,0,NULL,0,negociarás
negociar,ar,ci,go,NULL,go,3,0,1,0,ará,0,NULL,0,negociará
negociar,ar,ci,go,NULL,go,1,1,1,0,aremos,0,NULL,0,negociaremos
negociar,ar,ci,go,NULL,go,2,1,1,0,aréis,0,NULL,0,negociaréis
negociar,ar,ci,go,NULL,go,3,1,1,0,arán,0,NULL,0,negociarán
negociar,ar,ci,go,NULL,go,1,0,2,0,aría,0,NULL,0,negociaría
negociar,ar,ci,go,NULL,go,2,0,2,0,arías,0,NULL,0,negociarías
negociar,ar,ci,go,NULL,go,3,0,2,0,aría,0,NULL,0,negociaría
negociar,ar,ci,go,NULL,go,1,1,2,0,aríamos,0,NULL,0,negociaríamos
negociar,ar,ci,go,NULL,go,2,1,2,0,aríais,0,NULL,0,negociaríais
negociar,ar,ci,go,NULL,go,3,1,2,0,arían,0,NULL,0,negociarían
negociar,ar,ci,go,NULL,go,1,0,0,1,e,0,NULL,0,negocie
negociar,ar,ci,go,NULL,go,2,0,0,1,es,0,NULL,0,negocies
negociar,ar,ci,go,NULL,go,3,0,0,1,e,0,NULL,0,negocie
negociar,ar,ci,go,NULL,go,1,1,0,1,emos,0,NULL,0,negociemos
negociar,ar,ci,go,NULL,go,2,1,0,1,éis,0,NULL,0,negociéis
negociar,ar,ci,go,NULL,go,3,1,0,1,en,0,NULL,0,negocien
negociar,ar,ci,go,NULL,go,1,0,1,1,ara,0,NULL,0,negociara
negociar,ar,ci,go,NULL,go,2,0,1,1,aras,0,NULL,0,negociaras
negociar,ar,ci,go,NULL,go,3,0,1,1,ara,0,NULL,0,negociara
negociar,ar,ci,go,NULL,go,1,1,1,1,áramos,0,NULL,0,negociáramos
negociar,ar,ci,go,NULL,go,2,1,1,1,arais,0,NULL,0,negociarais
negociar,ar,ci,go,NULL,go,3,1,1,1,aran,0,NULL,0,negociaran
negociar,ar,ci,go,NULL,go,1,0,1,1,are,0,NULL,0,negociare
negociar,ar,ci,go,NULL,go,2,0,1,1,ares,0,NULL,0,negociares
negociar,ar,ci,go,NULL,go,3,0,1,1,are,0,NULL,0,negociare
negociar,ar,ci,go,NULL,go,1,1,1,1,áremos,0,NULL,0,negociáremos
negociar,ar,ci,go,NULL,go,2,1,1,1,areis,0,NULL,0,negociareis
negociar,ar,ci,go,NULL,go,3,1,1,1,aren,0,NULL,0,negociaren
negociar,ar,ci,go,NULL,go,0,0,0,2,-,-,-,-,-
negociar,ar,ci,go,NULL,go,2,0,0,2,a,0,NULL,0,negocia
negociar,ar,ci,go,NULL,go,0,0,0,2,e,0,NULL,0,negocie
negociar,ar,ci,go,NULL,go,1,1,0,2,emos,0,NULL,0,negociemos
negociar,ar,ci,go,NULL,go,2,1,0,2,ad,0,NULL,0,negociad
negociar,ar,ci,go,NULL,go,0,0,0,2,en,0,NULL,0,negocien
entrenar,ar,n,tre,t,re,1,0,0,0,o,0,NULL,0,entreno
entrenar,ar,n,tre,t,re,2,0,0,0,as,0,NULL,0,entrenas
entrenar,ar,n,tre,t,re,3,0,0,0,a,0,NULL,0,entrena
entrenar,ar,n,tre,t,re,1,1,0,0,amos,0,NULL,0,entrenamos
entrenar,ar,n,tre,t,re,2,1,0,0,áis,0,NULL,0,entrenáis
entrenar,ar,n,tre,t,re,3,1,0,0,an,0,NULL,0,entrenan
entrenar,ar,n,tre,t,re,1,0,1,0,aba,0,NULL,0,entrenaba
entrenar,ar,n,tre,t,re,2,0,1,0,abas,0,NULL,0,entrenabas
entrenar,ar,n,tre,t,re,3,0,1,0,aba,0,NULL,0,entrenaba
entrenar,ar,n,tre,t,re,1,1,1,0,ábamos,0,NULL,0,entrenábamos
entrenar,ar,n,tre,t,re,2,1,1,0,abais,0,NULL,0,entrenabais
entrenar,ar,n,tre,t,re,3,1,1,0,aban,0,NULL,0,entrenaban
entrenar,ar,n,tre,t,re,1,0,2,0,é,0,NULL,0,entrené
entrenar,ar,n,tre,t,re,2,0,2,0,aste,0,NULL,0,entrenaste
entrenar,ar,n,tre,t,re,3,0,2,0,ó,0,NULL,0,entrenó
entrenar,ar,n,tre,t,re,1,1,2,0,amos,0,NULL,0,entrenamos
entrenar,ar,n,tre,t,re,2,1,2,0,asteis,0,NULL,0,entrenasteis
entrenar,ar,n,tre,t,re,3,1,2,0,aron,0,NULL,0,entrenaron
entrenar,ar,n,tre,t,re,1,0,1,0,aré,0,NULL,0,entrenaré
entrenar,ar,n,tre,t,re,2,0,1,0,arás,0,NULL,0,entrenarás
entrenar,ar,n,tre,t,re,3,0,1,0,ará,0,NULL,0,entrenará
entrenar,ar,n,tre,t,re,1,1,1,0,aremos,0,NULL,0,entrenaremos
entrenar,ar,n,tre,t,re,2,1,1,0,aréis,0,NULL,0,entrenaréis
entrenar,ar,n,tre,t,re,3,1,1,0,arán,0,NULL,0,entrenarán
entrenar,ar,n,tre,t,re,1,0,2,0,aría,0,NULL,0,entrenaría
entrenar,ar,n,tre,t,re,2,0,2,0,arías,0,NULL,0,entrenarías
entrenar,ar,n,tre,t,re,3,0,2,0,aría,0,NULL,0,entrenaría
entrenar,ar,n,tre,t,re,1,1,2,0,aríamos,0,NULL,0,entrenaríamos
entrenar,ar,n,tre,t,re,2,1,2,0,aríais,0,NULL,0,entrenaríais
entrenar,ar,n,tre,t,re,3,1,2,0,arían,0,NULL,0,entrenarían
entrenar,ar,n,tre,t,re,1,0,0,1,e,0,NULL,0,entrene
entrenar,ar,n,tre,t,re,2,0,0,1,es,0,NULL,0,entrenes
entrenar,ar,n,tre,t,re,3,0,0,1,e,0,NULL,0,entrene
entrenar,ar,n,tre,t,re,1,1,0,1,emos,0,NULL,0,entrenemos
entrenar,ar,n,tre,t,re,2,1,0,1,éis,0,NULL,0,entrenéis
entrenar,ar,n,tre,t,re,3,1,0,1,en,0,NULL,0,entrenen
entrenar,ar,n,tre,t,re,1,0,1,1,ara,0,NULL,0,entrenara
entrenar,ar,n,tre,t,re,2,0,1,1,aras,0,NULL,0,entrenaras
entrenar,ar,n,tre,t,re,3,0,1,1,ara,0,NULL,0,entrenara
entrenar,ar,n,tre,t,re,1,1,1,1,áramos,0,NULL,0,entrenáramos
entrenar,ar,n,tre,t,re,2,1,1,1,arais,0,NULL,0,entrenarais
entrenar,ar,n,tre,t,re,3,1,1,1,aran,0,NULL,0,entrenaran
entrenar,ar,n,tre,t,re,1,0,1,1,are,0,NULL,0,entrenare
entrenar,ar,n,tre,t,re,2,0,1,1,ares,0,NULL,0,entrenares
entrenar,ar,n,tre,t,re,3,0,1,1,are,0,NULL,0,entrenare
entrenar,ar,n,tre,t,re,1,1,1,1,áremos,0,NULL,0,entrenáremos
entrenar,ar,n,tre,t,re,2,1,1,1,areis,0,NULL,0,entrenareis
entrenar,ar,n,tre,t,re,3,1,1,1,aren,0,NULL,0,entrenaren
entrenar,ar,n,tre,t,re,0,0,0,2,-,-,-,-,-
entrenar,ar,n,tre,t,re,2,0,0,2,a,0,NULL,0,entrena
entrenar,ar,n,tre,t,re,0,0,0,2,e,0,NULL,0,entrene
entrenar,ar,n,tre,t,re,1,1,0,2,emos,0,NULL,0,entrenemos
entrenar,ar,n,tre,t,re,2,1,0,2,ad,0,NULL,0,entrenad
entrenar,ar,n,tre,t,re,0,0,0,2,en,0,NULL,0,entrenen
transportar,ar,t,por,p,or,1,0,0,0,o,0,NULL,0,transporto
transportar,ar,t,por,p,or,2,0,0,0,as,0,NULL,0,transportas
transportar,ar,t,por,p,or,3,0,0,0,a,0,NULL,0,transporta
transportar,ar,t,por,p,or,1,1,0,0,amos,0,NULL,0,transportamos
transportar,ar,t,por,p,or,2,1,0,0,áis,0,NULL,0,transportáis
transportar,ar,t,por,p,or,3,1,0,0,an,0,NULL,0,transportan
transportar,ar,t,por,p,or,1,0,1,0,aba,0,NULL,0,transportaba
transportar,ar,t,por,p,or,2,0,1,0,abas,0,NULL,0,transportabas
transportar,ar,t,por,p,or,3,0,1,0,aba,0,NULL,0,transportaba
transportar,ar,t,por,p,or,1,1,1,0,ábamos,0,NULL,0,transportábamos
transportar,ar,t,por,p,or,2,1,1,0,abais,0,NULL,0,transportabais
transportar,ar,t,por,p,or,3,1,1,0,aban,0,NULL,0,transportaban
transportar,ar,t,por,p,or,1,0,2,0,é,0,NULL,0,transporté
transportar,ar,t,por,p,or,2,0,2,0,aste,0,NULL,0,transportaste
transportar,ar,t,por,p,or,3,0,2,0,ó,0,NULL,0,transportó
transportar,ar,t,por,p,or,1,1,2,0,amos,0,NULL,0,transportamos
transportar,ar,t,por,p,or,2,1,2,0,asteis,0,NULL,0,transportasteis
transportar,ar,t,por,p,or,3,1,2,0,aron,0,NULL,0,transportaron
transportar,ar,t,por,p,or,1,0,1,0,aré,0,NULL,0,transportaré
transportar,ar,t,por,p,or,2,0,1,0,arás,0,NULL,0,transportarás
transportar,ar,t,por,p,or,3,0,1,0,ará,0,NULL,0,transportará
transportar,ar,t,por,p,or,1,1,1,0,aremos,0,NULL,0,transportaremos
transportar,ar,t,por,p,or,2,1,1,0,aréis,0,NULL,0,transportaréis
transportar,ar,t,por,p,or,3,1,1,0,arán,0,NULL,0,transportarán
transportar,ar,t,por,p,or,1,0,2,0,aría,0,NULL,0,transportaría
transportar,ar,t,por,p,or,2,0,2,0,arías,0,NULL,0,transportarías
transportar,ar,t,por,p,or,3,0,2,0,aría,0,NULL,0,transportaría
transportar,ar,t,por,p,or,1,1,2,0,aríamos,0,NULL,0,transportaríamos
transportar,ar,t,por,p,or,2,1,2,0,aríais,0,NULL,0,transportaríais
transportar,ar,t,por,p,or,3,1,2,0,arían,0,NULL,0,transportarían
transportar,ar,t,por,p,or,1,0,0,1,e,0,NULL,0,transporte
transportar,ar,t,por,p,or,2,0,0,1,es,0,NULL,0,transportes
transportar,ar,t,por,p,or,3,0,0,1,e,0,NULL,0,transporte
transportar,ar,t,por,p,or,1,1,0,1,emos,0,NULL,0,transportemos
transportar,ar,t,por,p,or,2,1,0,1,éis,0,NULL,0,transportéis
transportar,ar,t,por,p,or,3,1,0,1,en,0,NULL,0,transporten
transportar,ar,t,por,p,or,1,0,1,1,ara,0,NULL,0,transportara
transportar,ar,t,por,p,or,2,0,1,1,aras,0,NULL,0,transportaras
transportar,ar,t,por,p,or,3,0,1,1,ara,0,NULL,0,transportara
transportar,ar,t,por,p,or,1,1,1,1,áramos,0,NULL,0,transportáramos
transportar,ar,t,por,p,or,2,1,1,1,arais,0,NULL,0,transportarais
transportar,ar,t,por,p,or,3,1,1,1,aran,0,NULL,0,transportaran
transportar,ar,t,por,p,or,1,0,1,1,are,0,NULL,0,transportare
transportar,ar,t,por,p,or,2,0,1,1,ares,0,NULL,0,transportares
transportar,ar,t,por,p,or,3,0,1,1,are,0,NULL,0,transportare
transportar,ar,t,por,p,or,1,1,1,1,áremos,0,NULL,0,transportáremos
transportar,ar,t,por,p,or,2,1,1,1,areis,0,NULL,0,transportareis
transportar,ar,t,por,p,or,3,1,1,1,aren,0,NULL,0,transportaren
transportar,ar,t,por,p,or,0,0,0,2,-,-,-,-,-
transportar,ar,t,por,p,or,2,0,0,2,a,0,NULL,0,transporta
transportar,ar,t,por,p,or,0,0,0,2,e,0,NULL,0,transporte
transportar,ar,t,por,p,or,1,1,0,2,emos,0,NULL,0,transportemos
transportar,ar,t,por,p,or,2,1,0,2,ad,0,NULL,0,transportad
transportar,ar,t,por,p,or,0,0,0,2,en,0,NULL,0,transporten
viajar,ar,j,via,v,ia,1,0,0,0,o,0,NULL,0,viajo
viajar,ar,j,via,v,ia,2,0,0,0,as,0,NULL,0,viajas
viajar,ar,j,via,v,ia,3,0,0,0,a,0,NULL,0,viaja
viajar,ar,j,via,v,ia,1,1,0,0,amos,0,NULL,0,viajamos
viajar,ar,j,via,v,ia,2,1,0,0,áis,0,NULL,0,viajáis
viajar,ar,j,via,v,ia,3,1,0,0,an,0,NULL,0,viajan
viajar,ar,j,via,v,ia,1,0,1,0,aba,0,NULL,0,viajaba
viajar,ar,j,via,v,ia,2,0,1,0,abas,0,NULL,0,viajabas
viajar,ar,j,via,v,ia,3,0,1,0,aba,0,NULL,0,viajaba
viajar,ar,j,via,v,ia,1,1,1,0,ábamos,0,NULL,0,viajábamos
viajar,ar,j,via,v,ia,2,1,1,0,abais,0,NULL,0,viajabais
viajar,ar,j,via,v,ia,3,1,1,0,aban,0,NULL,0,viajaban
viajar,ar,j,via,v,ia,1,0,2,0,é,0,NULL,0,viajé
viajar,ar,j,via,v,ia,2,0,2,0,aste,0,NULL,0,viajaste
viajar,ar,j,via,v,ia,3,0,2,0,ó,0,NULL,0,viajó
viajar,ar,j,via,v,ia,1,1,2,0,amos,0,NULL,0,viajamos
viajar,ar,j,via,v,ia,2,1,2,0,asteis,0,NULL,0,viajasteis
viajar,ar,j,via,v,ia,3,1,2,0,aron,0,NULL,0,viajaron
viajar,ar,j,via,v,ia,1,0,1,0,aré,0,NULL,0,viajaré
viajar,ar,j,via,v,ia,2,0,1,0,arás,0,NULL,0,viajarás
viajar,ar,j,via,v,ia,3,0,1,0,ará,0,NULL,0,viajará
viajar,ar,j,via,v,ia,1,1,1,0,aremos,0,NULL,0,viajaremos
viajar,ar,j,via,v,ia,2,1,1,0,aréis,0,NULL,0,viajaréis
viajar,ar,j,via,v,ia,3,1,1,0,arán,0,NULL,0,viajarán
viajar,ar,j,via,v,ia,1,0,2,0,aría,0,NULL,0,viajaría
viajar,ar,j,via,v,ia,2,0,2,0,arías,0,NULL,0,viajarías
viajar,ar,j,via,v,ia,3,0,2,0,aría,0,NULL,0,viajaría
viajar,ar,j,via,v,ia,1,1,2,0,aríamos,0,NULL,0,viajaríamos
viajar,ar,j,via,v,ia,2,1,2,0,aríais,0,NULL,0,viajaríais
viajar,ar,j,via,v,ia,3,1,2,0,arían,0,NULL,0,viajarían
viajar,ar,j,via,v,ia,1,0,0,1,e,0,NULL,0,viaje
viajar,ar,j,via,v,ia,2,0,0,1,es,0,NULL,0,viajes
viajar,ar,j,via,v,ia,3,0,0,1,e,0,NULL,0,viaje
viajar,ar,j,via,v,ia,1,1,0,1,emos,0,NULL,0,viajemos
viajar,ar,j,via,v,ia,2,1,0,1,éis,0,NULL,0,viajéis
viajar,ar,j,via,v,ia,3,1,0,1,en,0,NULL,0,viajen
viajar,ar,j,via,v,ia,1,0,1,1,ara,0,NULL,0,viajara
viajar,ar,j,via,v,ia,2,0,1,1,aras,0,NULL,0,viajaras
viajar,ar,j,via,v,ia,3,0,1,1,ara,0,NULL,0,viajara
viajar,ar,j,via,v,ia,1,1,1,1,áramos,0,NULL,0,viajáramos
viajar,ar,j,via,v,ia,2,1,1,1,arais,0,NULL,0,viajarais
viajar,ar,j,via,v,ia,3,1,1,1,aran,0,NULL,0,viajaran
viajar,ar,j,via,v,ia,1,0,1,1,are,0,NULL,0,viajare
viajar,ar,j,via,v,ia,2,0,1,1,ares,0,NULL,0,viajares
viajar,ar,j,via,v,ia,3,0,1,1,are,0,NULL,0,viajare
viajar,ar,j,via,v,ia,1,1,1,1,áremos,0,NULL,0,viajáremos
viajar,ar,j,via,v,ia,2,1,1,1,areis,0,NULL,0,viajareis
viajar,ar,j,via,v,ia,3,1,1,1,aren,0,NULL,0,viajaren
viajar,ar,j,via,v,ia,0,0,0,2,-,-,-,-,-
viajar,ar,j,via,v,ia,2,0,0,2,a,0,NULL,0,viaja
viajar,ar,j,via,v,ia,0,0,0,2,e,0,NULL,0,viaje
viajar,ar,j,via,v,ia,1,1,0,2,emos,0,NULL,0,viajemos
viajar,ar,j,via,v,ia,2,1,0,2,ad,0,NULL,0,viajad
viajar,ar,j,via,v,ia,0,0,0,2,en,0,NULL,0,viajen
temblar,ar,bl,tem,t,em,1,0,0,0,o,tiem,t,iem,tiemblo
temblar,ar,bl,tem,t,em,2,0,0,0,as,tiem,t,iem,tiemblas
temblar,ar,bl,tem,t,em,3,0,0,0,a,tiem,t,iem,tiembla
temblar,ar,bl,tem,t,em,1,1,0,0,amos,0,NULL,0,temblamos
temblar,ar,bl,tem,t,em,2,1,0,0,áis,0,NULL,0,tembláis
temblar,ar,bl,tem,t,em,3,1,0,0,an,tiem,t,iem,tiemblan
temblar,ar,bl,tem,t,em,1,0,1,0,aba,0,NULL,0,temblaba
temblar,ar,bl,tem,t,em,2,0,1,0,abas,0,NULL,0,temblabas
temblar,ar,bl,tem,t,em,3,0,1,0,aba,0,NULL,0,temblaba
temblar,ar,bl,tem,t,em,1,1,1,0,ábamos,0,NULL,0,temblábamos
temblar,ar,bl,tem,t,em,2,1,1,0,abais,0,NULL,0,temblabais
temblar,ar,bl,tem,t,em,3,1,1,0,aban,0,NULL,0,temblaban
temblar,ar,bl,tem,t,em,1,0,2,0,é,0,NULL,0,temblé
temblar,ar,bl,tem,t,em,2,0,2,0,aste,0,NULL,0,temblaste
temblar,ar,bl,tem,t,em,3,0,2,0,ó,0,NULL,0,tembló
temblar,ar,bl,tem,t,em,1,1,2,0,amos,0,NULL,0,temblamos
temblar,ar,bl,tem,t,em,2,1,2,0,asteis,0,NULL,0,temblasteis
temblar,ar,bl,tem,t,em,3,1,2,0,aron,0,NULL,0,temblaron
temblar,ar,bl,tem,t,em,1,0,1,0,aré,0,NULL,0,temblaré
temblar,ar,bl,tem,t,em,2,0,1,0,arás,0,NULL,0,temblarás
temblar,ar,bl,tem,t,em,3,0,1,0,ará,0,NULL,0,temblará
temblar,ar,bl,tem,t,em,1,1,1,0,aremos,0,NULL,0,temblaremos
temblar,ar,bl,tem,t,em,2,1,1,0,aréis,0,NULL,0,temblaréis
temblar,ar,bl,tem,t,em,3,1,1,0,arán,0,NULL,0,temblarán
temblar,ar,bl,tem,t,em,1,0,2,0,aría,0,NULL,0,temblaría
temblar,ar,bl,tem,t,em,2,0,2,0,arías,0,NULL,0,temblarías
temblar,ar,bl,tem,t,em,3,0,2,0,aría,0,NULL,0,temblaría
temblar,ar,bl,tem,t,em,1,1,2,0,aríamos,0,NULL,0,temblaríamos
temblar,ar,bl,tem,t,em,2,1,2,0,aríais,0,NULL,0,temblaríais
temblar,ar,bl,tem,t,em,3,1,2,0,arían,0,NULL,0,temblarían
temblar,ar,bl,tem,t,em,1,0,0,1,e,tiem,t,iem,tiemble
temblar,ar,bl,tem,t,em,2,0,0,1,es,tiem,t,iem,tiembles
temblar,ar,bl,tem,t,em,3,0,0,1,e,tiem,t,iem,tiemble
temblar,ar,bl,tem,t,em,1,1,0,1,emos,0,NULL,0,temblemos
temblar,ar,bl,tem,t,em,2,1,0,1,éis,0,NULL,0,tembléis
temblar,ar,bl,tem,t,em,3,1,0,1,en,tiem,t,iem,tiemblen
temblar,ar,bl,tem,t,em,1,0,1,1,ara,0,NULL,0,temblara
temblar,ar,bl,tem,t,em,2,0,1,1,aras,0,NULL,0,temblaras
temblar,ar,bl,tem,t,em,3,0,1,1,ara,0,NULL,0,temblara
temblar,ar,bl,tem,t,em,1,1,1,1,áramos,0,NULL,0,tembláramos
temblar,ar,bl,tem,t,em,2,1,1,1,arais,0,NULL,0,temblarais
temblar,ar,bl,tem,t,em,3,1,1,1,aran,0,NULL,0,temblaran
temblar,ar,bl,tem,t,em,1,0,1,1,are,0,NULL,0,temblare
temblar,ar,bl,tem,t,em,2,0,1,1,ares,0,NULL,0,temblares
temblar,ar,bl,tem,t,em,3,0,1,1,are,0,NULL,0,temblare
temblar,ar,bl,tem,t,em,1,1,1,1,áremos,0,NULL,0,tembláremos
temblar,ar,bl,tem,t,em,2,1,1,1,areis,0,NULL,0,temblareis
temblar,ar,bl,tem,t,em,3,1,1,1,aren,0,NULL,0,temblaren
temblar,ar,bl,tem,t,em,0,0,0,2,-,-,-,-,-
temblar,ar,bl,tem,t,em,2,0,0,2,a,tiem,t,iem,tiembla
temblar,ar,bl,tem,t,em,0,0,0,2,e,tiem,t,iem,tiemble
temblar,ar,bl,tem,t,em,1,1,0,2,emos,0,NULL,0,temblemos
temblar,ar,bl,tem,t,em,2,1,0,2,ad,0,NULL,0,temblad
temblar,ar,bl,tem,t,em,0,0,0,2,en,tiem,t,iem,tiemblen
confiar,ar,fi,con,c,on,1,0,0,0,fío,0,NULL,0,confío
confiar,ar,fi,con,c,on,2,0,0,0,fías,0,NULL,0,confías
confiar,ar,fi,con,c,on,3,0,0,0,fía,0,NULL,0,confía
confiar,ar,fi,con,c,on,1,1,0,0,amos,0,NULL,0,confiamos
confiar,ar,fi,con,c,on,2,1,0,0,áis,0,NULL,0,confiáis
confiar,ar,fi,con,c,on,3,1,0,0,fían,0,NULL,0,confían
confiar,ar,fi,con,c,on,1,0,1,0,aba,0,NULL,0,confiaba
confiar,ar,fi,con,c,on,2,0,1,0,abas,0,NULL,0,confiabas
confiar,ar,fi,con,c,on,3,0,1,0,aba,0,NULL,0,confiaba
confiar,ar,fi,con,c,on,1,1,1,0,ábamos,0,NULL,0,confiábamos
confiar,ar,fi,con,c,on,2,1,1,0,abais,0,NULL,0,confiabais
confiar,ar,fi,con,c,on,3,1,1,0,aban,0,NULL,0,confiaban
confiar,ar,fi,con,c,on,1,0,2,0,é,0,NULL,0,confié
confiar,ar,fi,con,c,on,2,0,2,0,aste,0,NULL,0,confiaste
confiar,ar,fi,con,c,on,3,0,2,0,ó,0,NULL,0,confió
confiar,ar,fi,con,c,on,1,1,2,0,amos,0,NULL,0,confiamos
confiar,ar,fi,con,c,on,2,1,2,0,asteis,0,NULL,0,confiasteis
confiar,ar,fi,con,c,on,3,1,2,0,aron,0,NULL,0,confiaron
confiar,ar,fi,con,c,on,1,0,1,0,aré,0,NULL,0,confiaré
confiar,ar,fi,con,c,on,2,0,1,0,arás,0,NULL,0,confiarás
confiar,ar,fi,con,c,on,3,0,1,0,ará,0,NULL,0,confiará
confiar,ar,fi,con,c,on,1,1,1,0,aremos,0,NULL,0,confiaremos
confiar,ar,fi,con,c,on,2,1,1,0,aréis,0,NULL,0,confiaréis
confiar,ar,fi,con,c,on,3,1,1,0,arán,0,NULL,0,confiarán
confiar,ar,fi,con,c,on,1,0,2,0,aría,0,NULL,0,confiaría
confiar,ar,fi,con,c,on,2,0,2,0,arías,0,NULL,0,confiarías
confiar,ar,fi,con,c,on,3,0,2,0,aría,0,NULL,0,confiaría
confiar,ar,fi,con,c,on,1,1,2,0,aríamos,0,NULL,0,confiaríamos
confiar,ar,fi,con,c,on,2,1,2,0,aríais,0,NULL,0,confiaríais
